"cases","event","completeTime"
"Offer_1515265515","O_Create Offer","2016/01/29 11:49:40.989"
"Offer_1515265515","O_Created","2016/01/29 11:49:42.291"
"Offer_1515265515","O_Sent (mail and online)","2016/01/29 11:49:58.520"
"Offer_1495424410","O_Create Offer","2016/01/29 11:50:42.598"
"Offer_1495424410","O_Created","2016/01/29 11:50:44.373"
"Offer_1495424410","O_Sent (mail and online)","2016/01/29 11:50:59.468"
"Offer_1162561180","O_Create Offer","2016/01/29 11:50:46.446"
"Offer_1162561180","O_Created","2016/01/29 11:50:48.527"
"Offer_1162561180","O_Sent (mail and online)","2016/01/29 11:51:01.193"
"Offer_150976249","O_Create Offer","2016/01/29 11:51:36.038"
"Offer_150976249","O_Created","2016/01/29 11:51:38.287"
"Offer_150976249","O_Sent (mail and online)","2016/01/29 11:51:51.207"
"Offer_552644105","O_Create Offer","2016/01/29 11:52:12.642"
"Offer_552644105","O_Created","2016/01/29 11:52:14.582"
"Offer_552644105","O_Sent (mail and online)","2016/01/29 11:53:12.085"
"Offer_1626808047","O_Create Offer","2016/01/29 11:52:19.308"
"Offer_1626808047","O_Created","2016/01/29 11:52:20.678"
"Offer_1626808047","O_Sent (mail and online)","2016/01/29 11:53:11.545"
"Offer_365844741","O_Create Offer","2016/01/29 11:52:39.257"
"Offer_365844741","O_Created","2016/01/29 11:52:40.749"
"Offer_365844741","O_Sent (mail and online)","2016/01/29 11:53:15.069"
"Offer_705368971","O_Create Offer","2016/01/29 11:53:16.856"
"Offer_705368971","O_Created","2016/01/29 11:53:18.750"
"Offer_705368971","O_Sent (mail and online)","2016/01/29 11:53:50.809"
"Offer_1282670557","O_Create Offer","2016/01/29 11:54:13.233"
"Offer_1282670557","O_Created","2016/01/29 11:54:15.668"
"Offer_1282670557","O_Sent (mail and online)","2016/01/29 11:54:33.079"
"Offer_2083592893","O_Create Offer","2016/01/29 11:54:14.882"
"Offer_2083592893","O_Created","2016/01/29 11:54:17.728"
"Offer_2083592893","O_Sent (mail and online)","2016/01/29 11:54:35.445"
"Offer_1607507870","O_Create Offer","2016/01/29 11:54:28.992"
"Offer_1607507870","O_Created","2016/01/29 11:54:33.826"
"Offer_1607507870","O_Sent (mail and online)","2016/01/29 11:55:33.306"
"Offer_780107802","O_Create Offer","2016/01/29 11:54:56.640"
"Offer_780107802","O_Created","2016/01/29 11:55:00.452"
"Offer_780107802","O_Sent (mail and online)","2016/01/29 11:55:33.303"
"Offer_2137414899","O_Create Offer","2016/01/29 12:03:44.837"
"Offer_2137414899","O_Created","2016/01/29 12:03:46.153"
"Offer_2137414899","O_Sent (mail and online)","2016/01/29 12:04:50.367"
"Offer_565270328","O_Create Offer","2016/01/29 12:04:04.314"
"Offer_565270328","O_Created","2016/01/29 12:04:07.147"
"Offer_565270328","O_Sent (online only)","2016/01/29 12:04:29.165"
"Offer_1479400799","O_Create Offer","2016/01/29 12:04:04.729"
"Offer_1479400799","O_Created","2016/01/29 12:04:06.131"
"Offer_1479400799","O_Sent (mail and online)","2016/01/29 12:04:20.611"
"Offer_516847985","O_Create Offer","2016/01/29 12:19:28.907"
"Offer_516847985","O_Created","2016/01/29 12:19:30.185"
"Offer_516847985","O_Sent (mail and online)","2016/01/29 12:19:51.580"
"Offer_1265220328","O_Create Offer","2016/01/29 12:21:21.549"
"Offer_1265220328","O_Created","2016/01/29 12:21:23.032"
"Offer_1265220328","O_Sent (mail and online)","2016/01/29 12:21:48.453"
"Offer_182653436","O_Create Offer","2016/01/29 12:22:49.861"
"Offer_182653436","O_Created","2016/01/29 12:22:51.122"
"Offer_182653436","O_Sent (mail and online)","2016/01/29 12:23:07.784"
"Offer_278608487","O_Create Offer","2016/01/29 12:24:14.049"
"Offer_278608487","O_Created","2016/01/29 12:24:15.223"
"Offer_278608487","O_Sent (online only)","2016/01/29 12:24:34.688"
"Offer_90821226","O_Create Offer","2016/01/29 12:39:52.074"
"Offer_90821226","O_Created","2016/01/29 12:39:53.306"
"Offer_90821226","O_Sent (mail and online)","2016/01/29 12:40:51.694"
"Offer_419024149","O_Create Offer","2016/01/29 12:57:09.133"
"Offer_419024149","O_Created","2016/01/29 12:57:10.546"
"Offer_419024149","O_Sent (online only)","2016/01/29 12:57:22.267"
"Offer_1635759092","O_Create Offer","2016/01/29 12:58:24.424"
"Offer_1635759092","O_Created","2016/01/29 12:58:25.753"
"Offer_1635759092","O_Sent (mail and online)","2016/01/29 12:59:47.473"
"Offer_281018748","O_Create Offer","2016/01/29 12:59:18.367"
"Offer_281018748","O_Created","2016/01/29 12:59:20.093"
"Offer_281018748","O_Sent (online only)","2016/01/29 13:00:33.041"
"Offer_667357142","O_Create Offer","2016/01/29 13:04:30.864"
"Offer_667357142","O_Created","2016/01/29 13:04:32.308"
"Offer_667357142","O_Sent (online only)","2016/01/29 13:05:02.360"
"Offer_1312034861","O_Create Offer","2016/01/29 13:09:10.938"
"Offer_1312034861","O_Created","2016/01/29 13:09:12.202"
"Offer_1312034861","O_Sent (mail and online)","2016/01/29 13:09:32.572"
"Offer_1900188833","O_Create Offer","2016/01/29 13:41:06.336"
"Offer_1900188833","O_Created","2016/01/29 13:41:07.496"
"Offer_1900188833","O_Sent (mail and online)","2016/01/29 13:41:54.473"
"Offer_1727397150","O_Create Offer","2016/01/29 13:41:48.907"
"Offer_1727397150","O_Created","2016/01/29 13:41:50.344"
"Offer_1727397150","O_Sent (mail and online)","2016/01/29 13:42:04.858"
"Offer_94322733","O_Create Offer","2016/01/29 13:57:21.342"
"Offer_94322733","O_Created","2016/01/29 13:57:22.560"
"Offer_94322733","O_Sent (mail and online)","2016/01/29 13:57:35.491"
"Offer_797688979","O_Create Offer","2016/01/29 13:58:42.252"
"Offer_797688979","O_Created","2016/01/29 13:58:43.393"
"Offer_797688979","O_Sent (mail and online)","2016/01/29 13:58:54.041"
"Offer_285055264","O_Create Offer","2016/01/29 14:00:03.676"
"Offer_285055264","O_Created","2016/01/29 14:00:05.424"
"Offer_285055264","O_Sent (mail and online)","2016/01/29 14:00:23.501"
"Offer_283621389","O_Create Offer","2016/01/29 14:01:01.558"
"Offer_283621389","O_Created","2016/01/29 14:01:02.962"
"Offer_283621389","O_Sent (mail and online)","2016/01/29 14:01:55.484"
"Offer_663925074","O_Create Offer","2016/01/29 14:01:41.526"
"Offer_663925074","O_Created","2016/01/29 14:01:42.748"
"Offer_663925074","O_Sent (mail and online)","2016/01/29 14:03:31.509"
"Offer_91737879","O_Create Offer","2016/01/29 14:02:02.585"
"Offer_91737879","O_Created","2016/01/29 14:02:03.876"
"Offer_91737879","O_Sent (mail and online)","2016/01/29 14:02:18.991"
"Offer_1312758445","O_Create Offer","2016/01/29 14:03:41.382"
"Offer_1312758445","O_Created","2016/01/29 14:03:42.777"
"Offer_1312758445","O_Sent (mail and online)","2016/01/29 14:03:57.133"
"Offer_1350539158","O_Create Offer","2016/01/29 14:05:32.633"
"Offer_1350539158","O_Created","2016/01/29 14:05:33.965"
"Offer_1350539158","O_Sent (mail and online)","2016/01/29 14:05:49.818"
"Offer_666226701","O_Create Offer","2016/01/29 14:08:00.992"
"Offer_666226701","O_Created","2016/01/29 14:08:02.753"
"Offer_666226701","O_Sent (mail and online)","2016/01/29 14:08:16.464"
"Offer_1310870097","O_Create Offer","2016/01/29 14:09:12.335"
"Offer_1310870097","O_Created","2016/01/29 14:09:13.928"
"Offer_1310870097","O_Sent (mail and online)","2016/01/29 14:09:26.953"
"Offer_1901586161","O_Create Offer","2016/01/29 14:09:23.310"
"Offer_1901586161","O_Created","2016/01/29 14:09:25.050"
"Offer_1901586161","O_Sent (mail and online)","2016/01/29 14:09:40.222"
"Offer_881103397","O_Create Offer","2016/01/29 14:10:38.373"
"Offer_881103397","O_Created","2016/01/29 14:10:39.630"
"Offer_881103397","O_Sent (mail and online)","2016/01/29 14:10:54.544"
"Offer_1964625263","O_Create Offer","2016/01/29 14:11:40.515"
"Offer_1964625263","O_Created","2016/01/29 14:11:41.946"
"Offer_1964625263","O_Sent (mail and online)","2016/01/29 14:11:54.623"
"Offer_1551757497","O_Create Offer","2016/01/29 14:11:54.600"
"Offer_1551757497","O_Created","2016/01/29 14:11:57.468"
"Offer_1551757497","O_Sent (mail and online)","2016/01/29 14:12:13.848"
"Offer_1487421438","O_Create Offer","2016/01/29 14:12:48.686"
"Offer_1487421438","O_Created","2016/01/29 14:12:50.342"
"Offer_1487421438","O_Sent (mail and online)","2016/01/29 14:13:02.523"
"Offer_1179871427","O_Create Offer","2016/01/29 14:13:15.738"
"Offer_1179871427","O_Created","2016/01/29 14:13:16.937"
"Offer_1179871427","O_Sent (mail and online)","2016/01/29 14:13:29.491"
"Offer_662865101","O_Create Offer","2016/01/29 14:13:50.386"
"Offer_662865101","O_Created","2016/01/29 14:13:52.506"
"Offer_662865101","O_Sent (mail and online)","2016/01/29 14:14:27.442"
"Offer_93985125","O_Create Offer","2016/01/29 14:14:08.139"
"Offer_93985125","O_Created","2016/01/29 14:14:09.745"
"Offer_93985125","O_Sent (mail and online)","2016/01/29 14:14:27.439"
"Offer_1311675622","O_Create Offer","2016/01/29 14:14:17.284"
"Offer_1311675622","O_Created","2016/01/29 14:14:18.566"
"Offer_1311675622","O_Sent (mail and online)","2016/01/29 14:14:37.526"
"Offer_877723535","O_Create Offer","2016/01/29 14:15:03.468"
"Offer_877723535","O_Created","2016/01/29 14:15:04.845"
"Offer_877723535","O_Sent (mail and online)","2016/01/29 14:15:19.154"
"Offer_1961087830","O_Create Offer","2016/01/29 14:15:49.644"
"Offer_1961087830","O_Created","2016/01/29 14:15:51.168"
"Offer_1961087830","O_Sent (mail and online)","2016/01/29 14:16:05.582"
"Offer_1527231976","O_Create Offer","2016/01/29 14:16:04.133"
"Offer_1527231976","O_Created","2016/01/29 14:16:05.409"
"Offer_1527231976","O_Sent (mail and online)","2016/01/29 14:16:16.697"
"Offer_1685428380","O_Create Offer","2016/01/29 14:17:15.573"
"Offer_1685428380","O_Created","2016/01/29 14:17:17.044"
"Offer_1685428380","O_Sent (mail and online)","2016/01/29 14:17:30.859"
"Offer_2051924411","O_Create Offer","2016/01/29 14:17:52.521"
"Offer_2051924411","O_Created","2016/01/29 14:17:54.029"
"Offer_2051924411","O_Sent (mail and online)","2016/01/29 14:18:08.022"
"Offer_1864263403","O_Create Offer","2016/01/29 14:18:25.906"
"Offer_1864263403","O_Created","2016/01/29 14:18:27.336"
"Offer_1864263403","O_Sent (mail and online)","2016/01/29 14:18:41.838"
"Offer_2132164400","O_Create Offer","2016/01/29 14:19:08.297"
"Offer_2132164400","O_Created","2016/01/29 14:19:09.886"
"Offer_2132164400","O_Sent (mail and online)","2016/01/29 14:19:21.680"
"Offer_1488115195","O_Create Offer","2016/01/29 14:19:48.834"
"Offer_1488115195","O_Created","2016/01/29 14:19:50.156"
"Offer_1488115195","O_Sent (mail and online)","2016/01/29 14:20:06.858"
"Offer_2048345709","O_Create Offer","2016/01/29 14:21:11.193"
"Offer_2048345709","O_Created","2016/01/29 14:21:12.759"
"Offer_2048345709","O_Sent (mail and online)","2016/01/29 14:21:47.513"
"Offer_569608820","O_Create Offer","2016/01/29 14:21:23.829"
"Offer_569608820","O_Created","2016/01/29 14:21:24.967"
"Offer_569608820","O_Sent (mail and online)","2016/01/29 14:21:38.832"
"Offer_1265160639","O_Create Offer","2016/01/29 14:21:27.676"
"Offer_1265160639","O_Created","2016/01/29 14:21:29.070"
"Offer_1265160639","O_Sent (mail and online)","2016/01/29 14:21:47.507"
"Offer_190847629","O_Create Offer","2016/01/29 14:22:32.897"
"Offer_190847629","O_Created","2016/01/29 14:22:34.146"
"Offer_190847629","O_Sent (mail and online)","2016/01/29 14:22:45.740"
"Offer_279210137","O_Create Offer","2016/01/29 14:23:11.537"
"Offer_279210137","O_Created","2016/01/29 14:23:12.918"
"Offer_279210137","O_Sent (mail and online)","2016/01/29 14:23:26.052"
"Offer_203678599","O_Create Offer","2016/01/29 14:23:38.306"
"Offer_203678599","O_Created","2016/01/29 14:23:39.513"
"Offer_203678599","O_Sent (mail and online)","2016/01/29 14:23:52.434"
"Offer_115310493","O_Create Offer","2016/01/29 14:24:12.356"
"Offer_115310493","O_Created","2016/01/29 14:24:13.740"
"Offer_115310493","O_Sent (mail and online)","2016/01/29 14:24:27.752"
"Offer_1189246281","O_Create Offer","2016/01/29 14:25:21.101"
"Offer_1189246281","O_Created","2016/01/29 14:25:22.565"
"Offer_1189246281","O_Sent (mail and online)","2016/01/29 14:25:37.183"
"Offer_494577162","O_Create Offer","2016/01/29 14:25:29.562"
"Offer_494577162","O_Created","2016/01/29 14:25:31.051"
"Offer_494577162","O_Sent (mail and online)","2016/01/29 14:27:01.990"
"Offer_1972972359","O_Create Offer","2016/01/29 14:26:43.876"
"Offer_1972972359","O_Created","2016/01/29 14:26:45.151"
"Offer_1412587732","O_Create Offer","2016/01/29 14:27:18.113"
"Offer_1412587732","O_Created","2016/01/29 14:27:19.348"
"Offer_1412587732","O_Sent (mail and online)","2016/01/29 14:27:35.712"
"Offer_2082120782","O_Create Offer","2016/01/29 14:28:50.459"
"Offer_2082120782","O_Created","2016/01/29 14:28:51.715"
"Offer_2082120782","O_Sent (mail and online)","2016/01/29 14:29:10.132"
"Offer_1791364589","O_Create Offer","2016/01/29 14:28:59.258"
"Offer_1791364589","O_Created","2016/01/29 14:29:00.502"
"Offer_1791364589","O_Sent (mail and online)","2016/01/29 14:29:12.997"
"Offer_1970712508","O_Create Offer","2016/01/29 14:30:02.373"
"Offer_1970712508","O_Created","2016/01/29 14:30:03.791"
"Offer_1970712508","O_Sent (mail and online)","2016/01/29 14:30:17.448"
"Offer_1612605915","O_Create Offer","2016/01/29 14:30:32.922"
"Offer_1612605915","O_Created","2016/01/29 14:30:34.321"
"Offer_1612605915","O_Sent (mail and online)","2016/01/29 14:31:06.468"
"Offer_1608066381","O_Create Offer","2016/01/29 14:31:06.962"
"Offer_1608066381","O_Created","2016/01/29 14:31:08.801"
"Offer_1608066381","O_Sent (mail and online)","2016/01/29 14:33:49.543"
"Offer_2033998835","O_Create Offer","2016/01/29 14:31:32.839"
"Offer_2033998835","O_Created","2016/01/29 14:31:34.753"
"Offer_2033998835","O_Sent (mail and online)","2016/01/29 14:33:49.541"
"Offer_959887482","O_Create Offer","2016/01/29 14:31:40.934"
"Offer_959887482","O_Created","2016/01/29 14:31:42.447"
"Offer_959887482","O_Sent (mail and online)","2016/01/29 14:31:55.107"
"Offer_1385372401","O_Create Offer","2016/01/29 14:33:09.858"
"Offer_1385372401","O_Created","2016/01/29 14:33:11.309"
"Offer_1385372401","O_Sent (mail and online)","2016/01/29 14:33:21.683"
"Offer_176095118","O_Create Offer","2016/01/29 14:35:23.415"
"Offer_176095118","O_Created","2016/01/29 14:35:25.321"
"Offer_176095118","O_Sent (mail and online)","2016/01/29 14:39:50.096"
"Offer_736754787","O_Create Offer","2016/01/29 14:35:51.651"
"Offer_736754787","O_Created","2016/01/29 14:35:53.367"
"Offer_736754787","O_Sent (mail and online)","2016/01/29 14:36:18.586"
"Offer_1097745455","O_Create Offer","2016/01/29 14:36:59.358"
"Offer_1097745455","O_Created","2016/01/29 14:37:00.773"
"Offer_1097745455","O_Sent (mail and online)","2016/01/29 14:37:13.552"
"Offer_1413251589","O_Create Offer","2016/01/29 14:38:12.975"
"Offer_1413251589","O_Created","2016/01/29 14:38:14.579"
"Offer_1413251589","O_Sent (mail and online)","2016/01/29 14:38:44.722"
"Offer_1468754717","O_Create Offer","2016/01/29 14:38:22.368"
"Offer_1468754717","O_Created","2016/01/29 14:38:23.670"
"Offer_1468754717","O_Sent (mail and online)","2016/01/29 14:38:35.394"
"Offer_2038591735","O_Create Offer","2016/01/29 14:38:26.999"
"Offer_2038591735","O_Created","2016/01/29 14:38:28.708"
"Offer_2038591735","O_Sent (mail and online)","2016/01/29 14:38:44.720"
"Offer_964923872","O_Create Offer","2016/01/29 14:40:44.474"
"Offer_964923872","O_Created","2016/01/29 14:40:45.809"
"Offer_964923872","O_Sent (mail and online)","2016/01/29 14:41:06.865"
"Offer_1826225412","O_Create Offer","2016/01/29 14:41:16.356"
"Offer_1826225412","O_Created","2016/01/29 14:41:17.819"
"Offer_1826225412","O_Sent (mail and online)","2016/01/29 14:52:59.658"
"Offer_1394207970","O_Create Offer","2016/01/29 14:42:19.008"
"Offer_1394207970","O_Created","2016/01/29 14:42:20.258"
"Offer_1394207970","O_Sent (mail and online)","2016/01/29 14:42:55.395"
"Offer_741347504","O_Create Offer","2016/01/29 14:42:33.798"
"Offer_741347504","O_Created","2016/01/29 14:42:34.975"
"Offer_741347504","O_Sent (mail and online)","2016/01/29 14:42:55.392"
"Offer_1426520817","O_Create Offer","2016/01/29 14:44:02.817"
"Offer_1426520817","O_Created","2016/01/29 14:44:04.610"
"Offer_1426520817","O_Sent (mail and online)","2016/01/29 14:44:17.626"
"Offer_1380244700","O_Create Offer","2016/01/29 14:45:16.340"
"Offer_1380244700","O_Created","2016/01/29 14:45:17.881"
"Offer_1380244700","O_Sent (mail and online)","2016/01/29 14:45:32.803"
"Offer_171536942","O_Create Offer","2016/01/29 14:46:40.343"
"Offer_171536942","O_Created","2016/01/29 14:46:41.697"
"Offer_171536942","O_Sent (mail and online)","2016/01/29 14:46:53.973"
"Offer_731820846","O_Create Offer","2016/01/29 14:47:58.953"
"Offer_731820846","O_Created","2016/01/29 14:48:00.146"
"Offer_731820846","O_Sent (mail and online)","2016/01/29 14:48:14.860"
"Offer_204060580","O_Create Offer","2016/01/29 14:48:54.623"
"Offer_204060580","O_Created","2016/01/29 14:48:55.831"
"Offer_204060580","O_Sent (mail and online)","2016/01/29 14:49:44.129"
"Offer_352354541","O_Create Offer","2016/01/29 14:49:20.900"
"Offer_352354541","O_Created","2016/01/29 14:49:22.076"
"Offer_352354541","O_Sent (mail and online)","2016/01/29 14:49:44.127"
"Offer_721958367","O_Create Offer","2016/01/29 14:51:47.214"
"Offer_721958367","O_Created","2016/01/29 14:51:48.450"
"Offer_721958367","O_Sent (mail and online)","2016/01/29 14:52:03.161"
"Offer_26686864","O_Create Offer","2016/01/29 14:53:56.095"
"Offer_26686864","O_Created","2016/01/29 14:53:57.359"
"Offer_26686864","O_Sent (mail and online)","2016/01/29 14:54:09.029"
"Offer_1650374704","O_Create Offer","2016/01/29 14:54:55.169"
"Offer_1650374704","O_Created","2016/01/29 14:54:56.504"
"Offer_1650374704","O_Sent (mail and online)","2016/01/29 14:55:06.585"
"Offer_1831285579","O_Create Offer","2016/01/29 14:55:25.475"
"Offer_1831285579","O_Created","2016/01/29 14:55:26.764"
"Offer_1831285579","O_Sent (mail and online)","2016/01/29 14:55:38.146"
"Offer_1389506163","O_Create Offer","2016/01/29 14:56:11.142"
"Offer_1389506163","O_Created","2016/01/29 14:56:12.738"
"Offer_1389506163","O_Sent (mail and online)","2016/01/29 14:56:23.470"
"Offer_736548416","O_Create Offer","2016/01/29 14:57:02.515"
"Offer_736548416","O_Created","2016/01/29 14:57:03.830"
"Offer_736548416","O_Sent (mail and online)","2016/01/29 14:57:16.078"
"Offer_203269929","O_Create Offer","2016/01/29 14:58:41.238"
"Offer_203269929","O_Created","2016/01/29 14:58:42.750"
"Offer_203269929","O_Sent (mail and online)","2016/01/29 14:58:56.993"
"Offer_1704943795","O_Create Offer","2016/01/29 14:58:47.714"
"Offer_1704943795","O_Created","2016/01/29 14:58:49.030"
"Offer_1704943795","O_Sent (mail and online)","2016/01/29 14:59:04.584"
"Offer_496129244","O_Create Offer","2016/01/29 15:00:03.878"
"Offer_496129244","O_Created","2016/01/29 15:00:05.394"
"Offer_496129244","O_Sent (mail and online)","2016/01/29 15:00:19.908"
"Offer_22191375","O_Create Offer","2016/01/29 15:00:08.771"
"Offer_22191375","O_Created","2016/01/29 15:00:10.096"
"Offer_22191375","O_Sent (mail and online)","2016/01/29 15:00:23.838"
"Offer_200406829","O_Create Offer","2016/01/29 15:01:28.929"
"Offer_200406829","O_Created","2016/01/29 15:01:30.130"
"Offer_200406829","O_Sent (mail and online)","2016/01/29 15:01:40.878"
"Offer_111963027","O_Create Offer","2016/01/29 15:04:52.805"
"Offer_111963027","O_Created","2016/01/29 15:04:54.220"
"Offer_111963027","O_Sent (mail and online)","2016/01/29 15:05:23.223"
"Offer_1186150961","O_Create Offer","2016/01/29 15:05:24.539"
"Offer_1186150961","O_Created","2016/01/29 15:05:26.099"
"Offer_1186150961","O_Sent (mail and online)","2016/01/29 15:05:38.090"
"Offer_587417798","O_Create Offer","2016/01/29 15:05:43.006"
"Offer_587417798","O_Created","2016/01/29 15:05:44.451"
"Offer_587417798","O_Sent (mail and online)","2016/01/29 15:05:56.537"
"Offer_487019093","O_Create Offer","2016/01/29 15:06:54.251"
"Offer_487019093","O_Created","2016/01/29 15:06:55.606"
"Offer_487019093","O_Sent (mail and online)","2016/01/29 15:07:08.705"
"Offer_1409598204","O_Create Offer","2016/01/29 15:07:00.429"
"Offer_1409598204","O_Created","2016/01/29 15:07:01.589"
"Offer_1409598204","O_Sent (mail and online)","2016/01/29 15:07:13.193"
"Offer_2079627534","O_Create Offer","2016/01/29 15:07:06.964"
"Offer_2079627534","O_Created","2016/01/29 15:07:08.722"
"Offer_2079627534","O_Sent (mail and online)","2016/01/29 15:07:21.634"
"Offer_710484005","O_Create Offer","2016/01/29 15:08:08.400"
"Offer_710484005","O_Created","2016/01/29 15:08:09.801"
"Offer_710484005","O_Sent (mail and online)","2016/01/29 15:08:24.631"
"Offer_1813423133","O_Create Offer","2016/01/29 15:08:53.227"
"Offer_1813423133","O_Created","2016/01/29 15:08:54.756"
"Offer_1813423133","O_Sent (mail and online)","2016/01/29 15:09:07.109"
"Offer_2030897934","O_Create Offer","2016/01/29 15:09:13.019"
"Offer_2030897934","O_Created","2016/01/29 15:09:14.465"
"Offer_2030897934","O_Sent (mail and online)","2016/01/29 15:09:40.459"
"Offer_1110244832","O_Create Offer","2016/01/29 15:09:35.717"
"Offer_1110244832","O_Created","2016/01/29 15:09:37.092"
"Offer_1110244832","O_Sent (mail and online)","2016/01/29 15:09:55.390"
"Offer_457164132","O_Create Offer","2016/01/29 15:10:43.492"
"Offer_457164132","O_Created","2016/01/29 15:10:44.992"
"Offer_457164132","O_Sent (mail and online)","2016/01/29 15:10:59.632"
"Offer_617197648","O_Create Offer","2016/01/29 15:11:14.906"
"Offer_617197648","O_Created","2016/01/29 15:11:16.212"
"Offer_617197648","O_Sent (mail and online)","2016/01/29 15:11:26.999"
"Offer_1404958486","O_Create Offer","2016/01/29 15:11:18.628"
"Offer_1404958486","O_Created","2016/01/29 15:11:19.934"
"Offer_1404958486","O_Sent (mail and online)","2016/01/29 15:11:32.011"
"Offer_322387330","O_Create Offer","2016/01/29 15:12:03.913"
"Offer_322387330","O_Created","2016/01/29 15:12:05.172"
"Offer_322387330","O_Sent (mail and online)","2016/01/29 15:12:15.873"
"Offer_372685196","O_Create Offer","2016/01/29 15:12:10.750"
"Offer_372685196","O_Created","2016/01/29 15:12:11.995"
"Offer_372685196","O_Sent (mail and online)","2016/01/29 15:12:23.504"
"Offer_1041186246","O_Create Offer","2016/01/29 15:13:09.651"
"Offer_1041186246","O_Created","2016/01/29 15:13:11.127"
"Offer_1041186246","O_Sent (mail and online)","2016/01/29 15:13:24.646"
"Offer_1399169495","O_Create Offer","2016/01/29 15:13:10.527"
"Offer_1399169495","O_Created","2016/01/29 15:13:11.775"
"Offer_1399169495","O_Sent (mail and online)","2016/01/29 15:13:21.858"
"Offer_1750443040","O_Create Offer","2016/01/29 15:13:18.457"
"Offer_1750443040","O_Created","2016/01/29 15:13:19.756"
"Offer_1750443040","O_Sent (mail and online)","2016/01/29 15:13:33.037"
"Offer_749623712","O_Create Offer","2016/01/29 15:13:27.315"
"Offer_749623712","O_Created","2016/01/29 15:13:28.547"
"Offer_749623712","O_Sent (mail and online)","2016/01/29 15:13:59.275"
"Offer_1055234294","O_Create Offer","2016/01/29 15:14:27.314"
"Offer_1055234294","O_Created","2016/01/29 15:14:28.490"
"Offer_1055234294","O_Sent (mail and online)","2016/01/29 15:14:54.300"
"Offer_1438456518","O_Create Offer","2016/01/29 15:15:15.241"
"Offer_1438456518","O_Created","2016/01/29 15:15:16.803"
"Offer_1438456518","O_Sent (mail and online)","2016/01/29 15:15:30.468"
"Offer_1782260346","O_Create Offer","2016/01/29 15:15:40.572"
"Offer_1782260346","O_Created","2016/01/29 15:15:42.039"
"Offer_1782260346","O_Sent (mail and online)","2016/01/29 15:15:54.652"
"Offer_739106212","O_Create Offer","2016/01/29 15:15:43.941"
"Offer_739106212","O_Created","2016/01/29 15:15:45.095"
"Offer_739106212","O_Sent (mail and online)","2016/01/29 15:15:56.558"
"Offer_970617642","O_Create Offer","2016/01/29 15:17:00.928"
"Offer_970617642","O_Created","2016/01/29 15:17:02.296"
"Offer_970617642","O_Sent (mail and online)","2016/01/29 15:17:13.024"
"Offer_970617642","O_Cancelled","2016/01/30 10:15:49.384"
"Offer_1463400015","O_Create Offer","2016/01/29 15:17:10.700"
"Offer_1463400015","O_Created","2016/01/29 15:17:12.014"
"Offer_1463400015","O_Sent (mail and online)","2016/01/29 15:17:26.341"
"Offer_389488680","O_Create Offer","2016/01/29 15:17:40.878"
"Offer_389488680","O_Created","2016/01/29 15:17:42.165"
"Offer_389488680","O_Sent (mail and online)","2016/01/29 15:17:52.356"
"Offer_398513196","O_Create Offer","2016/01/29 15:18:14.617"
"Offer_398513196","O_Created","2016/01/29 15:18:15.799"
"Offer_398513196","O_Sent (mail and online)","2016/01/29 15:18:25.979"
"Offer_1128675380","O_Create Offer","2016/01/29 15:18:22.777"
"Offer_1128675380","O_Created","2016/01/29 15:18:24.180"
"Offer_1128675380","O_Sent (mail and online)","2016/01/29 15:18:36.468"
"Offer_31335436","O_Create Offer","2016/01/29 15:19:19.679"
"Offer_31335436","O_Created","2016/01/29 15:19:21.373"
"Offer_31335436","O_Sent (mail and online)","2016/01/29 15:19:33.012"
"Offer_1507934401","O_Create Offer","2016/01/29 15:19:30.407"
"Offer_1507934401","O_Created","2016/01/29 15:19:31.736"
"Offer_1507934401","O_Sent (mail and online)","2016/01/29 15:19:47.471"
"Offer_812943435","O_Create Offer","2016/01/29 15:19:47.172"
"Offer_812943435","O_Created","2016/01/29 15:19:48.539"
"Offer_812943435","O_Sent (mail and online)","2016/01/29 15:20:03.234"
"Offer_1625198240","O_Create Offer","2016/01/29 15:20:46.094"
"Offer_1625198240","O_Created","2016/01/29 15:20:47.509"
"Offer_1625198240","O_Sent (mail and online)","2016/01/29 15:21:03.393"
"Offer_1401879807","O_Create Offer","2016/01/29 15:21:17.257"
"Offer_1401879807","O_Created","2016/01/29 15:21:18.784"
"Offer_1401879807","O_Sent (mail and online)","2016/01/29 15:21:29.723"
"Offer_1818804840","O_Create Offer","2016/01/29 15:22:42.767"
"Offer_1818804840","O_Created","2016/01/29 15:22:44.244"
"Offer_1818804840","O_Sent (mail and online)","2016/01/29 15:22:57.801"
"Offer_702371870","O_Create Offer","2016/01/29 15:22:50.367"
"Offer_702371870","O_Created","2016/01/29 15:22:52.010"
"Offer_702371870","O_Sent (mail and online)","2016/01/29 15:23:04.430"
"Offer_1776173350","O_Create Offer","2016/01/29 15:24:00.698"
"Offer_1776173350","O_Created","2016/01/29 15:24:02.160"
"Offer_1776173350","O_Sent (mail and online)","2016/01/29 15:24:13.088"
"Offer_1461233710","O_Create Offer","2016/01/29 15:24:24.959"
"Offer_1461233710","O_Created","2016/01/29 15:24:26.126"
"Offer_1461233710","O_Sent (mail and online)","2016/01/29 15:24:35.013"
"Offer_540414610","O_Create Offer","2016/01/29 15:25:32.526"
"Offer_540414610","O_Created","2016/01/29 15:25:33.750"
